Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ONE MARINA GARDENS,"4,858,331","1,646.89","2,950",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"31,754",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"2,102,263",721.19,"2,915",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,377",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,261,971",430.56,"2,931",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,549",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"3,058,375","1,065.64","2,870",Apr-25,MARINA GARDENS LANE,New Sale,Strata,99,"30,893",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"2,898,853","1,011.82","2,865",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"30,839",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,982,083",667.37,"2,970",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"31,969",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,16 to 20
ONE MARINA GARDENS,"1,263,263",430.56,"2,934",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,582",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,070,337",678.13,"3,053",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,862",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,096,461",710.42,"2,951",Apr-25,MARINA GARDENS LANE,New Sale,Strata,66,"31,765",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,072,371",678.13,"3,056",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,895",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,216,989",419.8,"2,899",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,205",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,106,590",721.19,"2,921",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,442",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,264,555",430.56,"2,937",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,614",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,265,846",430.56,"2,940",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,646",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,074,406",678.13,"3,059",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,927",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,108,754",721.19,"2,924",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,474",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,988,089",667.37,"2,979",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,066",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,267,138",430.56,"2,943",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,678",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,076,440",678.13,"3,062",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,959",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,110,917",721.19,"2,927",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,506",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,267,138",430.56,"2,943",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,678",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,268,430",430.56,"2,946",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,711",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,078,475",678.13,"3,065",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"32,992",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,113,081",721.19,"2,930",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,539",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,268,430",430.56,"2,946",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,711",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"2,914,030","1,011.82","2,880",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"31,000",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,21 to 25
ONE MARINA GARDENS,"1,269,721",430.56,"2,949",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,743",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,080,509",678.13,"3,068",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,024",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,115,244",721.19,"2,933",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,571",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,269,721",430.56,"2,949",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,743",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,994,096",667.37,"2,988",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,163",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,271,013",430.56,"2,952",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,775",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,082,543",678.13,"3,071",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,056",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,117,408",721.19,"2,936",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,603",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,271,013",430.56,"2,952",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,775",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,272,305",430.56,"2,955",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,808",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,933,042",656.6,"2,944",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,689",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,119,572",721.19,"2,939",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,635",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,272,305",430.56,"2,955",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,808",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,923,136","1,011.82","2,889",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"31,097",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,273,596",430.56,"2,958",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,840",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,086,612",678.13,"3,077",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,121",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,121,735",721.19,"2,942",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,668",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,273,596",430.56,"2,958",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,840",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,274,888",430.56,"2,961",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,872",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,936,982",656.6,"2,950",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,754",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"2,123,899",721.19,"2,945",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,700",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,274,888",430.56,"2,961",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,872",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,969,812",656.6,"3,000",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,292",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,26 to 30
ONE MARINA GARDENS,"1,276,180",430.56,"2,964",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,905",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,938,952",656.6,"2,953",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,786",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,126,062",721.19,"2,948",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,732",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,276,180",430.56,"2,964",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,905",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,277,472",430.56,"2,967",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,937",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,092,715",678.13,"3,086",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,218",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,229,582",419.8,"2,929",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,528",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,940,921",656.6,"2,956",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,818",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,128,226",721.19,"2,951",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,765",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,277,472",430.56,"2,967",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,937",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,119,905",710.42,"2,984",Apr-25,MARINA GARDENS LANE,New Sale,Strata,66,"32,120",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,278,763",430.56,"2,970",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,969",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"3,631,881","1,237.86","2,934",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,582",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,094,750",678.13,"3,089",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,250",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"4,922,560","1,646.89","2,989",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,174",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,942,891",656.6,"2,959",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"31,851",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,130,389",721.19,"2,954",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"31,797",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,278,763",430.56,"2,970",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"31,969",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,287,374",430.56,"2,990",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,184",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"3,656,638","1,237.86","2,954",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,797",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,111,703",678.13,"3,114",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,519",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"4,947,264","1,646.89","3,004",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,335",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,237,139",419.8,"2,947",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,722",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,959,306",656.6,"2,984",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,120",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,148,419",721.19,"2,979",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,066",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,287,374",430.56,"2,990",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,184",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"2,953,491","1,011.82","2,919",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"31,420",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,988,854",656.6,"3,029",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,604",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,31 to 35
ONE MARINA GARDENS,"1,288,666",430.56,"2,993",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,217",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"3,659,114","1,237.86","2,956",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,818",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,113,059",678.13,"3,116",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,541",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"4,950,557","1,646.89","3,006",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,357",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,237,978",419.8,"2,949",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,743",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,961,276",656.6,"2,987",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,152",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,150,583",721.19,"2,982",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,098",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,288,666",430.56,"2,993",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,217",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,990,167",656.6,"3,031",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,626",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"3,661,590","1,237.86","2,958",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,840",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"4,953,851","1,646.89","3,008",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,378",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,238,818",419.8,"2,951",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,765",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,963,246",656.6,"2,990",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,184",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,152,746",721.19,"2,985",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,131",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,289,958",430.56,"2,996",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,249",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,024,127",667.37,"3,033",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,647",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,991,480",656.6,"3,033",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,647",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,138,376",710.42,"3,010",Apr-25,MARINA GARDENS LANE,New Sale,Strata,66,"32,400",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,290,388",430.56,"2,997",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,260",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"3,664,066","1,237.86","2,960",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,861",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,115,772",678.13,"3,120",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,584",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"4,957,145","1,646.89","3,010",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,400",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,239,658",419.8,"2,953",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,786",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,154,910",721.19,"2,988",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,163",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,291,249",430.56,"2,999",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,281",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"3,147,889","1,065.64","2,954",Apr-25,MARINA GARDENS LANE,New Sale,Strata,99,"31,797",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,025,462",667.37,"3,035",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,669",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,139,797",710.42,"3,012",Apr-25,MARINA GARDENS LANE,New Sale,Strata,66,"32,421",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,291,249",430.56,"2,999",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,281",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"3,666,541","1,237.86","2,962",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,883",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"4,960,439","1,646.89","3,012",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,421",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,240,497",419.8,"2,955",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,808",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,292,541",430.56,"3,002",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,314",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,026,797",667.37,"3,037",Apr-25,MARINA GARDENS LANE,New Sale,Strata,62,"32,690",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,118,484",678.13,"3,124",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,627",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"4,963,732","1,646.89","3,014",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,443",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,241,337",419.8,"2,957",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,829",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,969,155",656.6,"2,999",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,281",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,159,237",721.19,"2,994",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,227",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"1,293,833",430.56,"3,005",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,346",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,36 to 40
ONE MARINA GARDENS,"2,142,639",710.42,"3,016",Apr-25,MARINA GARDENS LANE,New Sale,Strata,66,"32,464",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,292,972",430.56,"3,003",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,324",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"3,671,493","1,237.86","2,966",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,926",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"2,119,841",678.13,"3,126",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,648",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"4,967,026","1,646.89","3,016",Apr-25,MARINA GARDENS LANE,New Sale,Strata,153,"32,464",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,242,176",419.8,"2,959",Apr-25,MARINA GARDENS LANE,New Sale,Strata,39,"31,851",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,971,125",656.6,"3,002",Apr-25,MARINA GARDENS LANE,New Sale,Strata,61,"32,314",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"2,161,400",721.19,"2,997",Apr-25,MARINA GARDENS LANE,New Sale,Strata,67,"32,260",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,295,124",430.56,"3,008",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,378",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"3,163,873","1,065.64","2,969",Apr-25,MARINA GARDENS LANE,New Sale,Strata,99,"31,958",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"2,971,704","1,011.82","2,937",Apr-25,MARINA GARDENS LANE,New Sale,Strata,94,"31,614",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"1,293,833",430.56,"3,005",Apr-25,MARINA GARDENS LANE,New Sale,Strata,40,"32,346",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"3,673,968","1,237.86","2,968",Apr-25,MARINA GARDENS LANE,New Sale,Strata,115,"31,948",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
ONE MARINA GARDENS,"2,121,197",678.13,"3,128",Apr-25,MARINA GARDENS LANE,New Sale,Strata,63,"33,670",-,Apartment,1,99 yrs lease commencing from 2023,01,Rest of Central Region,41 to 45
